context,platform,algorithm,mode,key_size_bits,message_size_bytes,throughput_enc_mbps,throughput_dec_mbps,avalanche_score,key_avalanche_score,ci95_enc_mbps,source_csvs
performance,x86,AES,GCM,128,64,0.24175126839867792,0.37912167547957604,0.4988020833333333,0.50064453125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,128,256,2.020265777701423,1.5661457318833687,0.5028385416666666,0.49931640625,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,128,1024,7.4834170458765925,5.512050109496781,0.5021354166666666,0.49966796874999997,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,128,4096,29.402120588949412,23.76285564238429,0.49667968749999997,0.5034960937499999,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,128,16384,94.92340821597158,79.30013251713324,0.5015625,0.5001562500000001,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,192,64,0.4884902638383297,0.3913413438642461,0.5023307291666667,0.5038281250000001,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,192,256,2.1023187055392047,1.5052145584340026,0.5,0.5018750000000001,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,192,1024,7.735430210297178,6.166615580920495,0.49921875,0.50185546875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,192,4096,27.244990949946423,23.96746970682373,0.4995833333333333,0.50052734375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,192,16384,96.49579443434568,82.72146394227893,0.4994140624999999,0.49873046875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
