context,platform,algorithm,mode,key_size_bits,message_size_bytes,metric,raw_count,raw_mean,aggregated_value,abs_diff,rel_diff_pct,source_csvs
performance,x86,3DES,CTR,128,256,throughput_dec_mbps,3,1.6189054456149357,1.6189054456149357,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,256,throughput_enc_mbps,3,1.5820874422875555,1.5820874422875555,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,1024,avalanche_score,3,0.49755208333333334,0.49755208333333334,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,1024,avg_decrypt_time_s,3,0.0003582923323847353,0.0003582923323847353,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,1024,avg_encrypt_time_s,3,0.00039626400607327617,0.00039626400607327617,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,1024,key_avalanche_score,2,0.431875,0.431875,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,1024,throughput_dec_mbps,3,2.8126476007103616,2.8126476007103616,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,1024,throughput_enc_mbps,3,2.6335507132550378,2.6335507132550378,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,4096,avalanche_score,3,0.49687499999999996,0.49687499999999996,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,4096,avg_decrypt_time_s,3,0.0013540613402922947,0.0013540613402922947,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,4096,avg_encrypt_time_s,3,0.0012669960021351775,0.0012669960021351775,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,4096,key_avalanche_score,2,0.431171875,0.431171875,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,4096,throughput_dec_mbps,3,3.168870013383513,3.168870013383513,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,4096,throughput_enc_mbps,3,3.2385663903012194,3.2385663903012194,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,16384,avalanche_score,3,0.5003645833333333,0.5003645833333333,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,16384,avg_decrypt_time_s,3,0.005309791000715147,0.005309791000715147,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,16384,avg_encrypt_time_s,3,0.0071111326633642126,0.0071111326633642126,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,16384,key_avalanche_score,2,0.433046875,0.433046875,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
