algorithm,mode,key_size_bytes,message_size_bytes,repetitions,avg_encrypt_time_s,avg_decrypt_time_s,throughput_encrypt_mbps,throughput_decrypt_mbps,avalanche_score,key_avalanche_score,ci95_encrypt_mbps,ci95_decrypt_mbps
AES,ECB,16,64,100,9.149199988314649e-05,2.606499996545608e-05,0.66710921531887,2.3416518830189847,0.5051171875,0.504140625,0.9442657083345155,0.16432294383722132
AES,ECB,16,256,100,2.0863999907305697e-05,2.4274000152217924e-05,11.701525406665297,10.057700563114349,0.5043359375,0.4948046875,1.784953965827637,1.3224525670972773
AES,ECB,16,1024,100,2.7933999954257162e-05,2.2961000195209635e-05,34.95963705875109,42.531357157679075,0.502109375,0.5021875,7.176401250582908,3.92809609227269
AES,ECB,16,4096,100,0.00012146799997935886,2.3023000139801297e-05,32.15867554140837,169.6672882022453,0.4974609375,0.5012890625,32.661921638570185,4.607739848720803
AES,ECB,16,16384,100,7.864500004870933e-05,6.072599993785843e-05,198.67760175882188,257.3032970389822,0.5024609375,0.4981640625,24.972625863269066,45.46676697127448
AES,ECB,24,64,100,3.4484000025258865e-05,3.9340000166703246e-05,1.7699558115442793,1.5514782915954126,0.4993359375,0.5013671875,0.13903455738073714,0.2672953080497787
AES,ECB,24,256,100,6.586299996342859e-05,2.7014000188501086e-05,3.706794788205255,9.037559165484945,0.4991015625,0.4995703125,1.383067898279801,0.894066989038727
AES,ECB,24,1024,100,3.130999994027661e-05,2.219999998487765e-05,31.190115038734568,43.98930183176674,0.500390625,0.4983984375,2.3887652862978928,1.1111333589352665
AES,ECB,24,4096,100,0.00010035199995400034,3.6298999930295395e-05,38.9254823201387,107.61315759390432,0.503671875,0.4948046875,14.894349587721035,18.591098723097343
AES,ECB,24,16384,100,4.9503999962325905e-05,5.0452000032237265e-05,315.6310603565594,309.70030900689983,0.4977734375,0.5016796875,23.76888504044387,32.73269331374097
AES,ECB,32,64,100,3.518800007441314e-05,3.570299997591064e-05,1.734544620919833,1.7095245859222292,0.5027734375,0.500703125,0.1170235239595051,0.06090057199263271
AES,ECB,32,256,100,2.532399998017354e-05,2.3105999862309545e-05,9.640681771882033,10.566113842934866,0.5012890625,0.49515625,0.9853589679641284,1.3311507267909493
AES,ECB,32,1024,100,5.063299991888925e-05,6.726300007358077e-05,19.287075653514293,14.518568885296709,0.5022265625,0.495390625,4.1990071712646415,4.734719786450708
AES,ECB,32,4096,100,5.034299996623304e-05,2.9896000032749726e-05,77.59271403412728,130.66129233746582,0.5001953125,0.50203125,14.733476557151722,11.199355509004807
AES,ECB,32,16384,100,0.0001286699999764096,8.616800008894643e-05,121.43467788035045,181.33181672861366,0.496484375,0.501875,35.84500964882758,80.03614850222236
AES,CBC,16,64,100,0.00026896799998212375,4.6202000085031614e-05,0.22692348626623443,1.3210500873916493,0.5055078125,0.49828125,0.043727270358289515,0.0962277182814262
AES,CBC,16,256,100,0.0006353009999656934,5.66850000359409e-05,0.38429126510612094,4.306970536212465,0.500859375,0.5012890625,0.055018005291922675,0.15578784916032534
AES,CBC,16,1024,100,0.0021988710001460275,0.00024517600008039153,0.44411995971348306,3.983108051684471,0.5028125,0.5026171875,0.037730363376106454,0.26173285280518643
AES,CBC,16,4096,100,0.008408751999977539,0.0007279660000313015,0.4645457494775008,5.365978630639393,0.5071875,0.501328125,0.023376496185909555,0.39651370931011687
AES,CBC,16,16384,100,0.031211153000040213,0.0023308650000035415,0.5006223256148169,6.703519937866955,0.4984375,0.4998046875,0.012467880053650477,0.31843106546537775
AES,CBC,24,64,100,0.00018213100000139093,3.5382999976718564e-05,0.335116790933635,1.724985340139619,0.500390625,0.49296875,0.03179318172110039,0.07385879824168234
AES,CBC,24,256,100,0.0006711799999720824,7.334200005061575e-05,0.3637483611105143,3.32879693533733,0.50171875,0.4978125,0.09027546066681116,0.35743864349838034
AES,CBC,24,1024,100,0.00216591000011249,0.00018326599998545135,0.45087861450811934,5.328661617962551,0.502421875,0.505703125,0.03259229850811448,0.4159572985317587
AES,CBC,24,4096,100,0.007923887999950238,0.0007140330000038375,0.49297137970962374,5.470685528510596,0.4976171875,0.5007421875,0.02229064943076869,0.33980117207582644
AES,CBC,24,16384,100,0.03351767300000574,0.002354208000033395,0.4661719803757654,6.637051611318267,0.496015625,0.4931640625,0.025609896886142885,0.3512130683830843
AES,CBC,32,64,100,0.00013135999995938618,6.70390000595944e-05,0.4646403491844612,0.9104425214538213,0.5009375,0.5034765625,0.0213197151689887,0.12690468796731927
AES,CBC,32,256,100,0.0006626689999029622,7.254700001794845e-05,0.3684201690976199,3.365275268992495,0.505625,0.505078125,0.04503078782167892,0.22146328188179173
AES,CBC,32,1024,100,0.002174409000090236,0.00024185099982787506,0.4491162885912786,4.037868359837329,0.4959375,0.4986328125,0.03372089693328964,0.31733355711186606
AES,CBC,32,4096,100,0.007773944000091433,0.0006850009998743189,0.5024798223339475,5.702546420686542,0.502109375,0.49796875,0.021058372998148122,0.35900396480563324
AES,CBC,32,16384,100,0.031661492999974145,0.002380783000135125,0.49350168041705295,6.562966889092025,0.4964453125,0.502734375,0.00979775552544338,0.31089891965326644
AES,CTR,16,64,100,5.9612999957607824e-05,0.00011545599987584865,1.0238564791807745,0.5286443001284638,0.5020703125,0.498671875,0.11643630279382358,0.12315463133912793
AES,CTR,16,256,100,8.335700005773105e-05,7.704899991949787e-05,2.928855702951331,3.1686410628961097,0.4953515625,0.500859375,0.3169595977320613,0.21074250250906337
AES,CTR,16,1024,100,0.0002653660000578384,0.00023159899999882326,3.6800588612977974,4.2166093118060175,0.4996875,0.497578125,0.35456418237471,0.3078991972046582
AES,CTR,16,4096,100,0.0009818810000251687,0.0008583040000667097,3.9783334231947363,4.5511264070730135,0.49953125,0.5009375,0.5357500983481531,0.31122980619673585
AES,CTR,16,16384,100,0.0031940839999515446,0.00331775300008303,4.891856319444647,4.70951273334964,0.50046875,0.4990625,0.24909352752657724,0.2529237539399847
AES,CTR,24,64,100,3.9751000076648777e-05,7.514199991419446e-05,1.5354369986242016,0.8122641973822465,0.502421875,0.50109375,0.13711700351768444,0.1327855861471585
AES,CTR,24,256,100,8.195100004741107e-05,0.00011231100006625638,2.9791048902241273,2.1737908562471393,0.5037109375,0.5001953125,0.13613887919063922,0.21094501919027603
AES,CTR,24,1024,100,0.0003395600000658305,0.0003112959999452869,2.875964482891606,3.1370865676771937,0.5002734375,0.5019921875,0.41215761348370494,0.3564448962631084
AES,CTR,24,4096,100,0.0009220989999448648,0.0008089219999419583,4.236258796759965,4.828957551259925,0.4975390625,0.5053125,0.3074136258320469,0.3268468994774731
AES,CTR,24,16384,100,0.0032514739999896848,0.0032000140000491228,4.805512822814997,4.882791137713817,0.4986328125,0.4994140625,0.2815128643421504,0.27046349529631025
AES,CTR,32,64,100,3.76690000302915e-05,3.6422999983187765e-05,1.6203020043250054,1.675731166520407,0.4964453125,0.491875,0.11741975080422822,0.05853227232845655
AES,CTR,32,256,100,0.00010292999999364838,8.306600009746035e-05,2.371909307442587,2.9391161812721536,0.5028125,0.5049609375,0.1572283105285882,0.21577515783443255
