algorithm,mode,key_size_bytes,message_size_bytes,repetitions,avg_encrypt_time_s,avg_decrypt_time_s,throughput_encrypt_mbps,throughput_decrypt_mbps,avalanche_score,key_avalanche_score,ci95_encrypt_mbps,ci95_decrypt_mbps,extra
AES,ECB,16,64,100,8.162999991327524e-05,2.3319999454542993e-05,0.7477049652682167,2.6172880650779637,0.500390625,0.4978515625,0.8096226137677419,0.14936847885565918,{}
AES,ECB,16,256,100,3.5702998284250496e-05,2.5746001629158855e-05,6.8380986676879925,9.482661755272183,0.4967578125,0.5026953125,1.5212953100317226,0.4800336119586598,{}
AES,ECB,16,1024,100,3.220499842427671e-05,2.637800062075257e-05,30.323320844004435,37.02185446275641,0.500390625,0.4999609375,5.178597247986664,2.486235029869178,{}
AES,ECB,16,4096,100,5.3979001240804794e-05,4.380800179205835e-05,72.36610367379521,89.16750000471689,0.493046875,0.4986328125,14.214094735445377,20.774041373764383,{}
AES,ECB,16,16384,100,5.473199649713934e-05,4.199500079266727e-05,285.4820032157363,372.0680963227479,0.4930859375,0.499296875,35.65273600725689,68.75993722857645,{}
AES,ECB,24,64,100,3.01540014334023e-05,3.04569979198277e-05,2.024114656384871,2.0039780811839543,0.49625,0.4976953125,0.14618901248016977,0.3732409883839712,{}
AES,ECB,24,256,100,4.87659964710474e-05,2.7047001058235765e-05,5.006370066588252,9.026532164299214,0.5020703125,0.4952734375,1.4264143539134788,0.43526626355934284,{}
AES,ECB,24,1024,100,5.027799867093563e-05,4.5172999380156396e-05,19.423257206228552,21.618278914394704,0.4992578125,0.499375,2.181000561586987,2.60826422198191,{}
AES,ECB,24,4096,100,5.6823998456820845e-05,4.310700227506459e-05,68.74296258768666,90.61752833273646,0.4971484375,0.5059375,18.346911272829637,12.492052932024936,{}
AES,ECB,24,16384,100,7.662300253286957e-05,3.456200123764575e-05,203.92048710564717,452.0860899391694,0.49640625,0.5048828125,14.814229758455193,15.853941570144888,{}
AES,ECB,32,64,100,3.913300344720483e-05,4.195299698039889e-05,1.5596849429751498,1.454846152672158,0.501796875,0.5009765625,0.25049688507161366,0.21112956486406875,{}
AES,ECB,32,256,100,3.886499791406095e-05,3.986699623055756e-05,6.281760918650982,6.123878096761882,0.501328125,0.4996484375,0.8511693819437092,1.5101576649066628,{}
AES,ECB,32,1024,100,2.8411997482180597e-05,5.0815996946766976e-05,34.371483406349,19.217619621297835,0.4990625,0.49953125,4.827815706355831,5.865933922870397,{}
AES,ECB,32,4096,100,3.868600120767951e-05,4.478199873119593e-05,100.97321713427894,87.22812984403123,0.5028515625,0.4971484375,28.894614249129226,18.23225778986787,{}
AES,ECB,32,16384,100,6.490200292319059e-05,6.233499851077796e-05,240.74757782886422,250.66175300057765,0.494296875,0.5024609375,28.771616976397333,37.25594205705534,{}
AES,CBC,16,64,100,0.00022191800177097322,5.326300044544041e-05,0.27503472346957375,1.1459203525817314,0.50125,0.4984765625,0.026805590375009868,0.23503023023145153,{}
AES,CBC,16,256,100,0.0008819299947936088,0.00018546799663454294,0.27682540160926755,1.316349070621974,0.501875,0.5000390625,0.05534481606976686,0.3339293282915598,{}
AES,CBC,16,1024,100,0.0024470090097747743,0.00027093700133264066,0.39908414562391986,3.6043895636131054,0.4965625,0.504140625,0.02588802451470858,0.5580784195117293,{}
AES,CBC,16,4096,100,0.009718476004200055,0.0008151510008610785,0.4019405921578473,4.792056926721139,0.4976171875,0.4991015625,0.012762617508318716,0.40190271557006135,{}
AES,CBC,16,16384,100,0.03844257400138304,0.002772072005318478,0.4064504109282033,5.636577971287176,0.5020703125,0.500234375,0.008273459320421213,0.29648827969092334,{}
AES,CBC,24,64,100,0.00018707100069150328,6.521799718029797e-05,0.3262673317851782,0.9358637015679228,0.4971484375,0.5017578125,0.04589957534342414,0.11043240974512014,{}
AES,CBC,24,256,100,0.0006216970016248524,7.341399905271828e-05,0.39270034174512647,3.325532298338409,0.49890625,0.502734375,0.039598923751525496,0.5357602429690167,{}
AES,CBC,24,1024,100,0.002175565997604281,0.00020903499913401901,0.4488774420428451,4.67176551317081,0.4991796875,0.5008984375,0.024444508639657057,0.486043714960655,{}
AES,CBC,24,4096,100,0.009166521996958181,0.0007388500007800758,0.4261430890905242,5.286932389356151,0.5029296875,0.49625,0.01278763549836702,0.4551937889479344,{}
AES,CBC,24,16384,100,0.03853700799983926,0.0028205679974053054,0.405454414106699,5.539664356389825,0.5040234375,0.50296875,0.010567271765697139,0.30405413012528665,{}
AES,CBC,32,64,100,0.00019344599917531013,5.012399982661009e-05,0.3155152161854068,1.2176832747014203,0.496796875,0.501796875,0.0279176241367406,0.3209639008830455,{}
AES,CBC,32,256,100,0.0006092499988153576,8.223600219935179e-05,0.40072322605615707,2.968780320913076,0.5001171875,0.49828125,0.036284961462491626,0.30958382102249576,{}
AES,CBC,32,1024,100,0.0024775149999186397,0.0002058679994661361,0.39417016649024117,4.743634282804783,0.4999609375,0.4993359375,0.02620374832857624,0.3871613809176747,{}
AES,CBC,32,4096,100,0.009158909999532625,0.0007402380008716136,0.4264972578832344,5.277019006590419,0.499765625,0.4946875,0.016578017536576985,0.3868082192931809,{}
AES,CBC,32,16384,100,0.039360722998389976,0.00422011399990879,0.3969693341415281,3.702506614830241,0.496953125,0.5053125,0.014038821434245272,0.24143458532608525,{}
AES,CTR,16,64,100,0.0001500549982301891,9.952400112524629e-05,0.4067519041009893,0.6132707242466078,0.4986328125,0.5045703125,0.191047700825512,0.11583251261103969,{}
AES,CTR,16,256,100,0.00022465599817223848,0.00021559799672104418,1.0867309441380821,1.1323881887264764,0.5012890625,0.500703125,0.18705142145045592,0.22775172429194832,{}
AES,CTR,16,1024,100,0.0007197710045147687,0.0006881220021750778,1.3567683247512123,1.4191705786374997,0.5026953125,0.5004296875,0.23596665183052865,0.2513671024244088,{}
AES,CTR,16,4096,100,0.001926505002193153,0.0016207789978943765,2.027635534583655,2.410106501302631,0.5015625,0.5049609375,0.18359378017858916,0.22981374432545257,{}
AES,CTR,16,16384,100,0.005740597997792065,0.005259482000255957,2.7218418718763533,2.9708248833705673,0.5025,0.5017578125,0.1458312233881723,0.16220861294858,{}
AES,CTR,24,64,100,5.658700014464557e-05,9.117100154981016e-05,1.0786073849821376,0.6694579988424739,0.501875,0.496484375,0.10298737556899254,0.06751128391774001,{}
AES,CTR,24,256,100,0.00015754199819639325,0.00013182100490666927,1.5496859745021905,1.8520616283638125,0.494921875,0.5028125,0.24647316585474552,0.18680388994310967,{}
AES,CTR,24,1024,100,0.00038860600325278937,0.0003349619987420738,2.512988713055838,2.915442658174395,0.5009375,0.4941796875,0.23068956223965045,0.2114261387449678,{}
AES,CTR,24,4096,100,0.001376538999611512,0.0013771380065008998,2.837732894674561,2.836498580069831,0.498671875,0.499453125,0.20395578800460673,0.19895142938658178,{}
AES,CTR,24,16384,100,0.0058500179986003785,0.004428110993467271,2.6709319533270315,3.528592671469017,0.5048046875,0.50296875,0.5664173335251765,0.12736654760407515,{}
AES,CTR,32,64,100,5.095199914649129e-05,3.8162001874297855e-05,1.197895220450895,1.5993698771632638,0.5011328125,0.505546875,0.11337359047653162,0.054089855486621784,{}
AES,CTR,32,256,100,0.00010074799763970077,0.00011347500258125365,2.4232801715137406,2.1514925705789993,0.4986328125,0.5023046875,0.21085264494241818,0.22937558140171393,{}
AES,CTR,32,1024,100,0.0003238770016469061,0.00033653800142928957,3.0152264440951506,2.9017896815589985,0.501484375,0.4983203125,0.2027506970171804,0.20570247645086664,{}
AES,CTR,32,4096,100,0.0010480950004421175,0.0010764619964174927,3.726999936410562,3.6287857936463634,0.5001953125,0.507578125,0.2014437512809598,0.2282752505008338,{}
AES,CTR,32,16384,100,0.0037401939986739306,0.004165267997886985,4.177590789552568,3.7512592245988654,0.50046875,0.5012109375,0.17432005374558943,0.16488143661201146,{}
AES,GCM,16,64,100,0.0005961629981175065,0.00039107599761337044,0.1023799807145523,0.15606980899487777,0.4990234375,0.4999609375,0.11023310981248162,0.023497452743186955,{}
AES,GCM,16,256,100,0.00026199999847449363,0.0002957499958574772,0.931834451990532,0.8254966303284484,0.50015625,0.4986328125,0.1501171401425427,0.07772025343017533,{}
AES,GCM,16,1024,100,0.00022348399739712476,0.0003032990067731589,4.3697200308471125,3.2198011803262623,0.5062890625,0.4976953125,0.44998545024286934,0.27688126674930996,{}
AES,GCM,16,4096,100,0.0002878600021358579,0.00026585599523968993,13.569964465422371,14.693104800883692,0.5044921875,0.5013671875,1.4775208072406645,1.510009744414801,{}
AES,GCM,16,16384,100,0.00030650699976831675,0.000347575998166576,50.97762860819056,44.954197304819964,0.494296875,0.4975390625,6.5402763910660555,4.925485693898755,{}
AES,GCM,24,64,100,0.00025032099685631695,0.0003523430018685758,0.24382755348738838,0.1732265318916882,0.5024609375,0.4971875,0.031970135934921366,0.017474811827333812,{}
AES,GCM,24,256,100,0.0001829630054999143,0.0002547550061717629,1.3343715268172853,0.9583349456748009,0.5026171875,0.4988671875,0.08351825384094455,0.07665742815789277,{}
AES,GCM,24,1024,100,0.00023535800515674056,0.0003162330016493797,4.149264008885706,3.0881106491306505,0.4929296875,0.4985546875,0.29069996030336054,0.33313893466797173,{}
AES,GCM,24,4096,100,0.00024560199701227246,0.00030369199928827586,15.90479738568579,12.862538391378697,0.5015625,0.500390625,1.6084248791138134,1.1257476370971793,{}
AES,GCM,24,16384,100,0.0002648939995560795,0.00034302599960938095,58.98585859319211,45.55048310563306,0.507421875,0.5010546875,5.317149439117594,3.506304135632656,{}
AES,GCM,32,64,100,0.00020783900166861712,0.0002570829994510859,0.2936655572822455,0.2374142062303614,0.50015625,0.5019140625,0.029841048672832705,0.02490452659602792,{}
AES,GCM,32,256,100,0.00018880699994042516,0.00021639999933540822,1.293069775363384,1.1281914313760941,0.4988671875,0.500390625,0.11070873853120185,0.08571735056423387,{}
AES,GCM,32,1024,100,0.00016017100191675126,0.00018350299913436175,6.096999383868296,5.321779505548879,0.4989453125,0.492734375,0.5021618729076528,0.2683688316880245,{}
AES,GCM,32,4096,100,0.00016197400051169098,0.00021189000573940576,24.1165247981762,18.43527251966818,0.501328125,0.499765625,2.088154291046022,1.3108486253148457,{}
AES,GCM,32,16384,100,0.0002973960025701672,0.00027482400182634594,52.53937465522409,56.85456836434915,0.501171875,0.501875,5.799350921911819,3.163410027672847,{}
DES,ECB,8,64,100,3.321100259199739e-05,3.3810001332312824e-05,1.8377992679060884,1.8052396878099974,0.507734375,0.441796875,0.35506794636759414,0.13012547550419573,{}
DES,ECB,8,256,100,4.422000609338284e-05,3.222400089725852e-05,5.521044580691129,7.57635980021247,0.4984375,0.45453125,0.9322454606435739,0.35090232358748363,{}
DES,ECB,8,1024,100,5.624799756333232e-05,5.2054999396204946e-05,17.361729169121823,18.7602057694231,0.49859375,0.439453125,1.425554203708404,1.3099825885891199,{}
DES,ECB,8,4096,100,0.00013821900240145623,0.00014375300146639346,28.26130945913154,27.173345670373376,0.50015625,0.430546875,1.530358785332568,1.801507296776642,{}
DES,ECB,8,16384,100,0.00046242199721746146,0.0004137700074352324,33.78948253763994,37.76252439574366,0.50359375,0.4225,1.9662390085192833,1.2617142322946504,{}
DES,CBC,8,64,100,0.00031218500225804746,4.5644002966582775e-05,0.19550957223611035,1.3371999010403515,0.497421875,0.453046875,0.01857856596226446,0.08312545678304856,{}
DES,CBC,8,256,100,0.0014602469967212527,0.00016782599966973068,0.1671913214327289,1.4547246879533025,0.49796875,0.442265625,0.013627384822379494,0.28975136988130706,{}
