algorithm,mode,key_size_bytes,message_size_bytes,repetitions,avg_encrypt_time_s,avg_decrypt_time_s,throughput_encrypt_mbps,throughput_decrypt_mbps,avalanche_score,extra
AES,CBC,16,4096,100,0.0066046499949879945,0.00746553399367258,0.5914393651388488,0.523237855900294,0.496171875,{}
AES,CBC,16,16384,100,0.02582126500317827,0.036656264010816814,0.6051213988964816,0.4262572965807223,0.4982421875,{}
AES,CBC,24,64,100,0.0003177299932576716,0.0002530700131319463,0.1920975593906299,0.24117893500948817,0.502265625,{}
AES,CBC,24,256,100,0.0005396240181289613,0.0004736889945343137,0.45242727676671796,0.5154027807633911,0.501484375,{}
AES,CBC,24,1024,100,0.002056924991775304,0.001833897999022156,0.47476816310989645,0.532506442845081,0.49984375,{}
AES,CBC,24,4096,100,0.007362870005890727,0.01120755901793018,0.5305336094314814,0.3485370894545964,0.5033203125,{}
AES,CBC,24,16384,100,0.029104067999869584,0.025682661996688692,0.5368665301383304,0.6083870901705811,0.5026171875,{}
AES,CBC,32,64,100,0.000119745007250458,0.00011715901084244251,0.5097094037694548,0.5209599826007506,0.5008984375,{}
AES,CBC,32,256,100,0.0004375669895671308,0.00043567598797380927,0.5579502814906571,0.5603720006131634,0.4997265625,{}
AES,CBC,32,1024,100,0.0016309390054084362,0.0014844240224920213,0.5987731587518439,0.657873010139358,0.4962890625,{}
AES,CBC,32,4096,100,0.006331007010303437,0.007278813992161304,0.617002949711278,0.5366602312144144,0.5023828125,{}
AES,CBC,32,16384,100,0.025490149995312093,0.02449633098905906,0.6129818774261274,0.6378506237109013,0.501796875,{}
AES,CTR,16,64,100,0.00011060899822041393,0.00010887901997193694,0.5518100446798495,0.5605777519464404,0.5030859375,{}
AES,CTR,16,256,100,0.0004241999983787537,0.00038690699730068443,0.5755318857451177,0.6310059696601101,0.495625,{}
AES,CTR,16,1024,100,0.0015421450138092042,0.0015239619975909592,0.6332494617920681,0.6408050210856474,0.4981640625,{}
AES,CTR,16,4096,100,0.007745228009298444,0.008398200990632177,0.504342802472748,0.4651293776318583,0.5013671875,{}
AES,CTR,16,16384,100,0.028566202011425047,0.02744207499315962,0.5469750579286243,0.5693811420563053,0.499140625,{}
AES,CTR,24,64,100,0.00011423999676480889,0.00019628400914371014,0.5342713408479507,0.3109532789566819,0.4979296875,{}
AES,CTR,24,256,100,0.0005714799999259413,0.0010568069899454713,0.42720764511730674,0.23101723145547803,0.4984375,{}
AES,CTR,24,1024,100,0.001673283998388797,0.0014683510060422122,0.5836202945467301,0.6650742880833533,0.502109375,{}
AES,CTR,24,4096,100,0.008691916991956532,0.006144592990167439,0.44941179300433143,0.6357215207338827,0.503359375,{}
AES,CTR,24,16384,100,0.028026461000554264,0.029035508004017174,0.5575088485018138,0.5381342044312853,0.4990234375,{}
AES,CTR,32,64,100,0.00021707000210881235,0.00034443600336089733,0.2811772960660149,0.17720318333286386,0.4976953125,{}
AES,CTR,32,256,100,0.000907852987293154,0.0005923980171792209,0.2689208808222655,0.4121226235065858,0.4998046875,{}
AES,CTR,32,1024,100,0.004547845008783042,0.002822341008577496,0.21473082264545298,0.346011519172236,0.5003515625,{}
AES,CTR,32,4096,100,0.010082696985919029,0.008376058998983353,0.38742114391171983,0.4663589404604388,0.497578125,{}
AES,CTR,32,16384,100,0.02642083999235183,0.024053833992220462,0.5913892217099473,0.6495845944997154,0.50046875,{}
AES,GCM,16,64,100,0.0020240879990160465,0.00026466100243851545,0.030154398563536036,0.23061635710451653,0.495078125,{}
AES,GCM,16,256,100,0.0002101820078678429,0.00022556998999789357,1.1615676692626773,1.0823275959815393,0.4965234375,{}
AES,GCM,16,1024,100,0.00016620400827378035,0.00022929798811674118,5.8756856115729335,4.258923107091582,0.4984765625,{}
AES,GCM,16,4096,100,0.00014612900326028467,0.00020198699552565814,26.731517445870725,19.33911631208849,0.5025390625,{}
AES,GCM,16,16384,100,0.00021519199013710023,0.0002140839956700802,72.60957989210105,72.98537170466176,0.49953125,{}
AES,GCM,24,64,100,0.0001702670124359429,0.00021486399229615926,0.35846730013520606,0.284064144939985,0.4975390625,{}
AES,GCM,24,256,100,0.00015584899811074137,0.00019040799932554364,1.5665203367333898,1.2821973124279764,0.499609375,{}
AES,GCM,24,1024,100,0.00017624799394980073,0.0001928819972090423,5.540843206863088,5.063004915599343,0.5009375,{}
AES,GCM,24,4096,100,0.00018574100686237217,0.0002076690038666129,21.03062789411064,18.809980918043063,0.501875,{}
AES,GCM,24,16384,100,0.0001742930104956031,0.0002234399993903935,89.64788637002844,69.92928769526203,0.499765625,{}
AES,GCM,32,64,100,0.00016690599964931609,0.00020054900087416173,0.36568581344133905,0.3043403656161701,0.4952734375,{}
AES,GCM,32,256,100,0.00017828299896791578,0.0001876669912599027,1.3693993617637996,1.300924703705012,0.5010546875,{}
AES,GCM,32,1024,100,0.00018359599867835642,0.00024193099699914455,5.319083787391516,4.03653319381581,0.5058984375,{}
AES,GCM,32,4096,100,0.00027247700141742827,0.00021931399824097751,14.336072327864905,17.81122058477953,0.50359375,{}
AES,GCM,32,16384,100,0.00020443299552425743,0.00022296000737696885,76.43091057747566,70.07983262927547,0.5005078125,{}
DES,ECB,8,64,100,0.0003023150027729571,0.00028643900994211434,0.20189258121548892,0.2130825555581079,0.502734375,{}
DES,ECB,8,256,100,0.0028154059872031213,0.0021817269758321344,0.0867159571691236,0.11190246428835675,0.4946875,{}
DES,ECB,8,1024,100,0.006377133002970368,0.0034685629932209847,0.1531350372565748,0.28154671023954575,0.50375,{}
DES,ECB,8,4096,100,0.014718574997968971,0.012595970008987933,0.26539593680359863,0.310119029912954,0.502421875,{}
DES,ECB,8,16384,100,0.0503880580002442,0.04978028900455683,0.31009331615686153,0.3138792544689667,0.49984375,{}
DES,CBC,8,64,100,0.0003090519900433719,0.00027183201396837833,0.19749154904789454,0.2245326271875398,0.49609375,{}
DES,CBC,8,256,100,0.0009715870092622936,0.0008855909784324467,0.2512802483694909,0.27568102086150953,0.493125,{}
DES,CBC,8,1024,100,0.00363868199987337,0.0035943519975990055,0.2683835795581987,0.2716936183913915,0.504453125,{}
DES,CBC,8,4096,100,0.01439597100019455,0.013543674014508724,0.27134328069618996,0.28841878472675964,0.505703125,{}
DES,CBC,8,16384,100,0.05685009699082002,0.054519978002645075,0.27484561728229023,0.28659219193452246,0.488828125,{}
DES,CTR,8,64,100,0.00021139400312677025,0.0002264250232838094,0.28872699957055076,0.269560119128248,0.49921875,{}
DES,CTR,8,256,100,0.0009297970123589038,0.0008304549823515118,0.2625741121501487,0.29398417757539697,0.496796875,{}
DES,CTR,8,1024,100,0.0033747930149547758,0.0034868869837373496,0.289369598571688,0.2800671500265521,0.498515625,{}
DES,CTR,8,4096,100,0.014571825000457466,0.015662611997686326,0.2680686873385707,0.2493996531726017,0.50421875,{}
DES,CTR,8,16384,100,0.05632248799549416,0.06207969699054956,0.2774202730754723,0.2516925944786523,0.500390625,{}
3DES,ECB,16,64,100,0.0007240449963137508,0.0008742579910904169,0.08429746294876901,0.0698136669861879,0.496171875,{}
3DES,ECB,16,256,100,0.002302680006250739,0.001745473996270448,0.10602455588152421,0.13987067439655643,0.496328125,{}
3DES,ECB,16,1024,100,0.008415066001471133,0.008822697012219579,0.11604929775111403,0.1106875254411939,0.49578125,{}
3DES,ECB,16,4096,100,0.031809739989694205,0.031247401987202467,0.12280043789309678,0.1250103929152198,0.501640625,{}
3DES,ECB,16,16384,100,0.1643827950069681,0.11792843000730499,0.0950525266305252,0.1324956161888369,0.4996875,{}
3DES,ECB,24,64,100,0.0006518580042757094,0.0009239820158109069,0.09363259459829323,0.0660566495944558,0.49734375,{}
3DES,ECB,24,256,100,0.00395679799374193,0.006080331008415669,0.06170156408948163,0.040152522068632394,0.500546875,{}
3DES,ECB,24,1024,100,0.016702326997183263,0.013918935998808592,0.058468649318426755,0.07016071487673986,0.500390625,{}
3DES,ECB,24,4096,100,0.06181317200651392,0.03414498000405729,0.06319445958198612,0.1144018827814759,0.502890625,{}
3DES,ECB,24,16384,100,0.13681458499748259,0.20498188900295644,0.11420566016618405,0.07622624650402476,0.491953125,{}
3DES,CBC,16,64,100,0.0028488809848204255,0.002354011000134051,0.02142425625191473,0.02592815252202488,0.4928125,{}
3DES,CBC,16,256,100,0.006771450000815094,0.006687660997267812,0.036054408578755255,0.03650613048414709,0.508515625,{}
3DES,CBC,16,1024,100,0.020717583992518485,0.012312617998104543,0.047136891075361655,0.07931396069871868,0.492265625,{}
3DES,CBC,16,4096,100,0.052881286009214816,0.05108506799209863,0.07386828677576633,0.07646559265819482,0.49734375,{}
3DES,CBC,16,16384,100,0.23199493700172752,0.1804307410074398,0.06735060774142519,0.08659832527848303,0.500546875,{}
3DES,CBC,24,64,100,0.0008413390023633838,0.0008741129934787751,0.07254525949533745,0.06982524765716348,0.50375,{}
3DES,CBC,24,256,100,0.006888239979743958,0.007289867028594017,0.03544310676136968,0.03349040854138693,0.492265625,{}
3DES,CBC,24,1024,100,0.01859792300267145,0.016939861979335547,0.05250922373749608,0.05764878729184929,0.5021875,{}
3DES,CBC,24,4096,100,0.04008434099843725,0.04139227199135348,0.09745077261348244,0.09437148076375186,0.497578125,{}
3DES,CBC,24,16384,100,0.2126975200115703,0.1859583010082133,0.073461129208982,0.0840242135752245,0.497890625,{}
3DES,CTR,16,64,100,0.0006141610001213849,0.000652382995467633,0.09937973306337719,0.09355724578052428,0.505859375,{}
3DES,CTR,16,256,100,0.002254162991885096,0.002294988993089646,0.10830655364270343,0.10637986750050764,0.497734375,{}
3DES,CTR,16,1024,100,0.013826462996657938,0.009708811005111784,0.07062995794629832,0.10058517973888155,0.503828125,{}
3DES,CTR,16,4096,100,0.04962875999277458,0.05087995499605313,0.07870940157619712,0.07677384935389618,0.50484375,{}
3DES,CTR,16,16384,100,0.17719449501950293,0.14217091800644993,0.08817994034340758,0.10990292683691565,0.503203125,{}
3DES,CTR,24,64,100,0.0006032380065880715,0.0005792269948869944,0.10117922873463542,0.10537346634182303,0.50546875,{}
3DES,CTR,24,256,100,0.002153294002637267,0.002201292999088764,0.11338007011628995,0.11090782785438522,0.501328125,{}
3DES,CTR,24,1024,100,0.009392365005332977,0.010342241988983005,0.10397407888700116,0.0944246422623137,0.499375,{}
3DES,CTR,24,4096,100,0.03846138000721112,0.042779725010041146,0.10156291842018196,0.09131077862429306,0.499140625,{}
3DES,CTR,24,16384,100,0.14727535599842667,0.16433577798306942,0.10609378530490139,0.09507972148103838,0.497890625,{}
