algorithm,mode,key_size_bytes,message_size_bytes,repetitions,avg_encrypt_time_s,avg_decrypt_time_s,throughput_encrypt_mbps,throughput_decrypt_mbps,avalanche_score,extra
AES,ECB,16,64,100,0.00012397799640893935,0.00010107799898833037,0.492306360950346,0.6038421502294146,0.4973046875,{}
AES,ECB,16,256,100,0.0003659999999217689,0.0003156020073220134,0.6670508881207217,0.7735712046688591,0.50109375,{}
AES,ECB,16,1024,100,0.0011805669940076768,0.0012157360115088523,0.8271978675982278,0.8032685474110342,0.50390625,{}
AES,ECB,16,4096,100,0.005204306992236524,0.007221356006339192,0.7505802416781161,0.5409302624840735,0.502109375,{}
AES,ECB,16,16384,100,0.021745907997246832,0.021003527003340423,0.7185259866811826,0.7439226753447163,0.5005078125,{}
AES,ECB,24,64,100,9.63409896939993e-05,9.614499052986503e-05,0.633532585079948,0.6348240913398494,0.496015625,{}
AES,ECB,24,256,100,0.00034735900815576317,0.0003360139927826822,0.7028481175606137,0.7265787444688308,0.4996875,{}
AES,ECB,24,1024,100,0.001345867000054568,0.0013130280072800814,0.7256010437587112,0.7437484155596461,0.5041796875,{}
AES,ECB,24,4096,100,0.00480035699903965,0.005089602000080049,0.8137415614675069,0.7674961617703236,0.50203125,{}
AES,ECB,24,16384,100,0.021734557989984752,0.019413553015328943,0.7189012082601346,0.8048500955833535,0.5008984375,{}
AES,ECB,32,64,100,9.490699041634798e-05,9.498300030827522e-05,0.6431049597320972,0.6425903167083091,0.5009375,{}
AES,ECB,32,256,100,0.0004655740037560463,0.0004045719956047833,0.5243862909663787,0.6034540888947122,0.498828125,{}
AES,ECB,32,1024,100,0.0012298130057752132,0.0011810130020603537,0.7940739733716049,0.8268854773794391,0.497421875,{}
AES,ECB,32,4096,100,0.004917194014415145,0.005077684002462775,0.7944063196507027,0.7692975770263359,0.5029296875,{}
AES,ECB,32,16384,100,0.01914396398467943,0.020378110001329334,0.81618415143825,0.7667541297490654,0.49984375,{}
AES,CBC,16,64,100,0.00013531200820580125,0.00015520000364631413,0.45106976874638705,0.3932677501032361,0.4982421875,{}
AES,CBC,16,256,100,0.0004906270024366677,0.0004828030010685325,0.49760943402521907,0.5056733791208248,0.495390625,{}
AES,CBC,16,1024,100,0.0017018350027501582,0.0017747839959338307,0.5738291305689912,0.5502430167487319,0.496875,{}
