algorithm,mode,key_size_bytes,message_size_bytes,repetitions,avg_encrypt_time_s,avg_decrypt_time_s,throughput_encrypt_mbps,throughput_decrypt_mbps,avalanche_score,extra
AES,CBC,16,64,100,0.0001332930033095181,3.275800030678511e-05,0.45790217591744853,1.8632137394955055,0.5005859375,{}
AES,CBC,16,256,100,0.00048183600651100276,6.380900740623474e-05,0.5066882127963698,3.8261153859626593,0.4991796875,{}
AES,CBC,16,1024,100,0.0017825690051540733,0.00018570301355794072,0.5478399417786312,5.258732646766151,0.4951171875,{}
AES,CBC,16,4096,100,0.006501695010811091,0.0006590439938008785,0.6008048660394935,5.927146042969966,0.4998828125,{}
AES,CBC,16,16384,100,0.02219246299006045,0.001806174993980676,0.7040678633551453,8.650878265988865,0.501015625,{}
AES,CBC,24,64,100,0.0001073149940930307,3.299199277535081e-05,0.5687477017152794,1.8499990790371712,0.5012890625,{}
AES,CBC,24,256,100,0.00037903601303696633,6.159699754789472e-05,0.6441093104685798,3.9635150205197673,0.5037109375,{}
AES,CBC,24,1024,100,0.0013210299983620643,0.00014737699879333377,0.7392432429322823,6.6262884167524,0.49984375,{}
AES,CBC,24,4096,100,0.005317729988601059,0.00046470799949020145,0.7345709557223348,8.405816134616304,0.500078125,{}
AES,CBC,24,16384,100,0.02106974000111222,0.0017454260075464845,0.7415848510316309,8.951969279960366,0.506953125,{}
AES,CBC,32,64,100,0.0001114589930512011,2.9395027086138724e-05,0.5476018989509638,2.076376935157894,0.496953125,{}
AES,CBC,32,256,100,0.00036918401950970293,6.313700461760163e-05,0.6612979221696336,3.866838892321118,0.496328125,{}
AES,CBC,32,1024,100,0.0013896920112892986,0.00013475000159814953,0.7027186542534599,7.247216982692865,0.5033984375,{}
AES,CBC,32,4096,100,0.005180859011597931,0.0004566889978013933,0.7539772827740386,8.553413852327498,0.497734375,{}
AES,CBC,32,16384,100,0.021082465995568782,0.001765792998485267,0.7411372086777771,8.848715570513328,0.5053125,{}
AES,CTR,16,64,100,3.322099568322301e-05,3.114800434559584e-05,1.837246445952355,1.9595206027582968,0.4963671875,{}
AES,CTR,16,256,100,6.70319958589971e-05,6.036600796505809e-05,3.642150615857445,4.0443394093794796,0.4931640625,{}
AES,CTR,16,1024,100,0.0001794789917767048,0.00016632799757644535,5.441096422109228,5.871305578311709,0.502421875,{}
AES,CTR,16,4096,100,0.0005807609856128692,0.0005747100082226097,6.726088867484421,6.796906168522721,0.50125,{}
AES,CTR,16,16384,100,0.002260915990918875,0.0022182920039631425,6.910915780488479,7.043707488502318,0.4977734375,{}
AES,CTR,24,64,100,3.314900677651167e-05,3.21020046249032e-05,1.8412363502018279,1.901288002514704,0.4893359375,{}
AES,CTR,24,256,100,6.394900381565094e-05,6.0487992595881226e-05,3.8177392990170205,4.036183290642449,0.5009765625,{}
AES,CTR,24,1024,100,0.00017941898666322232,0.00017672101035714149,5.442916149298361,5.526012430703241,0.4994140625,{}
AES,CTR,24,4096,100,0.0006180619914084673,0.0006484569911845028,6.320158906873181,6.023915314514006,0.5002734375,{}
AES,CTR,24,16384,100,0.0023838689853437245,0.0022696769959293307,6.554470944529306,6.884239487831732,0.5000390625,{}
AES,CTR,32,64,100,3.323001554235816e-05,3.2087001018226146e-05,1.8367477491004707,1.9021770284898438,0.4990234375,{}
AES,CTR,32,256,100,6.588198244571686e-05,5.840600002557039e-05,3.705726754673153,4.1800606939888745,0.4972265625,{}
AES,CTR,32,1024,100,0.000179484982509166,0.0001728270063176751,5.440914812748351,5.650520256104942,0.5016015625,{}
AES,CTR,32,4096,100,0.0006066230009309948,0.0006114330072887242,6.439337107239605,6.388680286204165,0.500390625,{}
AES,CTR,32,16384,100,0.002351695992983878,0.00239078399958089,6.644141099281585,6.535513037873392,0.4943359375,{}
AES,GCM,16,64,100,0.000247513975482434,0.00014620798407122493,0.24659276766507934,0.4174543314971558,0.4988671875,{}
AES,GCM,16,256,100,0.00011173099745064973,0.000145530984736979,2.1850751409234848,1.6775851921928526,0.5018359375,{}
AES,GCM,16,1024,100,0.00011694198939949274,0.00015351399779319763,8.350828517752547,6.361390583518975,0.500625,{}
AES,GCM,16,4096,100,0.00012524899328127502,0.00015584697015583515,31.18787542848851,25.06465153665834,0.498125,{}
AES,GCM,16,16384,100,0.00015229300828650594,0.00017134198918938637,102.59827536274669,91.19189098901788,0.5044140625,{}
AES,GCM,24,64,100,0.00011218600440770387,0.0001575140026398003,0.5440532138767274,0.387490351505916,0.5023046875,{}
AES,GCM,24,256,100,0.00011856900062412023,0.00015141900628805162,2.0590594819463717,1.6123512561927635,0.5008203125,{}
AES,GCM,24,1024,100,0.0001204240065999329,0.0001527950237505138,8.1093672895662,6.391323984441713,0.4991796875,{}
AES,GCM,24,4096,100,0.0001343200053088367,0.00015326899243518711,29.081669487866034,25.48623787457751,0.5029296875,{}
AES,GCM,24,16384,100,0.00016081899870187043,0.00018003099830821157,97.1589185738306,86.7906090997181,0.500546875,{}
AES,GCM,32,64,100,0.00011850599199533462,0.0001487880083732307,0.5150385665933487,0.41021556049661584,0.5030859375,{}
AES,GCM,32,256,100,0.00012057998916134238,0.0001571250008419156,2.024719248177465,1.5537987188024351,0.4973828125,{}
AES,GCM,32,1024,100,0.00012379501946270467,0.0001562709896825254,7.888544339170332,6.249160525468929,0.5044921875,{}
AES,GCM,32,4096,100,0.00012774700997397303,0.00015890201553702354,30.578015100281824,24.582759298543067,0.4991015625,{}
AES,GCM,32,16384,100,0.00016001998214051127,0.00017846698639914393,97.64405539228163,87.55120661394746,0.4977734375,{}
DES,ECB,8,64,100,2.533700782805681e-05,2.9095995705574752e-05,2.408933077820382,2.0977167053370764,0.498125,{}
DES,ECB,8,256,100,2.869199262931943e-05,2.629299880936742e-05,8.509016022488467,9.28538531379007,0.503671875,{}
DES,ECB,8,1024,100,5.308501422405243e-05,4.525501048192382e-05,18.396199271573835,21.579102282830487,0.50875,{}
DES,ECB,8,4096,100,0.00011791298864409327,0.00011394900502637029,33.12824180710544,34.280685461852066,0.49890625,{}
DES,ECB,8,16384,100,0.0003873789869248867,0.00036670798901468517,40.335176990458976,42.60883446249185,0.50328125,{}
DES,CBC,8,64,100,0.00021703898906707763,3.3178001176565884e-05,0.28121747393108526,1.8396272857181655,0.501796875,{}
DES,CBC,8,256,100,0.0007460689917206764,5.683900089934468e-05,0.3272359898471759,4.295301133676591,0.495390625,{}
DES,CBC,8,1024,100,0.0029303489974699913,0.0001616249908693135,0.333258086611235,6.042150380009163,0.503046875,{}
DES,CBC,8,4096,100,0.011531359003856777,0.0005431209923699498,0.3387501853592032,7.192227983961328,0.497109375,{}
DES,CBC,8,16384,100,0.046299990997649726,0.0020609109895303847,0.3374730677764744,7.581598661648378,0.498828125,{}
DES,CTR,8,64,100,3.6613000556826595e-05,3.637101501226425e-05,1.6670350782987062,1.6781262835095208,0.500078125,{}
DES,CTR,8,256,100,7.502998923882842e-05,7.25810113362968e-05,3.2539072373164615,3.3636983076578946,0.500703125,{}
DES,CTR,8,1024,100,0.0002085219998843968,0.00021212899358943104,4.683258843390145,4.603625763152895,0.505546875,{}
DES,CTR,8,4096,100,0.0008104589930735529,0.0015537900035269558,4.8197996855906196,2.514014114605695,0.509375,{}
DES,CTR,8,16384,100,0.0029267570073716344,0.0030136319901794195,5.338673473966322,5.184773738438365,0.499609375,{}
3DES,ECB,16,64,100,6.289298878982664e-05,6.663599517196416e-05,0.9704604189501144,0.9159487465068937,0.5015625,{}
3DES,ECB,16,256,100,7.334898924455047e-05,6.943399785086513e-05,3.3284797447721974,3.516153938368653,0.49859375,{}
3DES,ECB,16,1024,100,0.00012507799779996277,0.0001175789930857718,7.8076281774338625,8.305586519928903,0.5059375,{}
3DES,ECB,16,4096,100,0.00033090199576690793,0.0003066360065713525,11.804854760536465,12.73904537069112,0.50125,{}
3DES,ECB,16,16384,100,0.0010931530012749135,0.0010635620006360113,14.293516078515088,14.691198059592418,0.49984375,{}
3DES,ECB,24,64,100,0.00010673501063138247,8.35660076700151e-05,0.5718381990028519,0.730382579613175,0.498125,{}
3DES,ECB,24,256,100,8.384200511500239e-05,8.353800745680928e-05,2.911913004288519,2.92250955502171,0.50328125,{}
3DES,ECB,24,1024,100,0.00013874199939891695,0.0001307790051214397,7.03869415339868,7.467272740706175,0.5053125,{}
3DES,ECB,24,4096,100,0.00033111299155279993,0.0003165539912879467,11.797332329610818,12.339917067881041,0.5021875,{}
3DES,ECB,24,16384,100,0.0012098010117188097,0.0010697630047798157,12.915347109687879,14.606038842421944,0.50296875,{}
3DES,CBC,16,64,100,0.0005174309946596623,7.209100294858217e-05,0.11795805987645865,0.8466404093938381,0.498515625,{}
3DES,CBC,16,256,100,0.001804017995018512,0.00010750599671155214,0.13533159074585324,2.2709489002278667,0.506796875,{}
3DES,CBC,16,1024,100,0.00709318499546498,0.00023116200463846326,0.13767616389877949,4.224580512387151,0.50046875,{}
3DES,CBC,16,4096,100,0.028045742998365313,0.0007787549984641373,0.13928138756130232,5.0160191686781035,0.49171875,{}
3DES,CBC,16,16384,100,0.11202039399417117,0.0028283159830607475,0.13948353012231884,5.524488810154421,0.49484375,{}
3DES,CBC,24,64,100,0.0006135199894197285,8.242199895903468e-05,0.09948356582110303,0.7405202133029515,0.505,{}
3DES,CBC,24,256,100,0.002179481009952724,0.00011363201076164842,0.11201778032711364,2.148519799690099,0.492578125,{}
3DES,CBC,24,1024,100,0.008325391991529613,0.0002616539946757257,0.11729928164266262,3.73226673344039,0.512890625,{}
3DES,CBC,24,4096,100,0.03719726300332695,0.0008380370051600039,0.10501444688687504,4.661190348335742,0.499375,{}
3DES,CBC,24,16384,100,0.1557421699888073,0.005642631009686738,0.10032607097437335,2.7690983112623297,0.49640625,{}
3DES,CTR,16,64,100,8.055600104853511e-05,0.00010689200600609183,0.7576736115938305,0.5709983237335968,0.501015625,{}
3DES,CTR,16,256,100,0.00024992999853566287,0.00020983900176361204,0.976836019807215,1.163466385886783,0.50296875,{}
3DES,CTR,16,1024,100,0.0005445769964717329,0.0004467019927687943,1.793249634720276,2.1861610554879545,0.5,{}
3DES,CTR,16,4096,100,0.0016475149989128113,0.0019822070002555848,2.3709951063132775,1.9706569492975912,0.4928125,{}
3DES,CTR,16,16384,100,0.01355729300994426,0.0076013179984875025,1.1525162131215339,2.055564574868337,0.49953125,{}
3DES,CTR,24,64,100,0.0001296529872342944,0.0001240590144880116,0.47075780938008066,0.4919848549651191,0.506640625,{}
3DES,CTR,24,256,100,0.0001795619959011674,0.00017247599782422185,1.3596453067628926,1.4155049286847137,0.506171875,{}
3DES,CTR,24,1024,100,0.00048493500100448727,0.000555421996396035,2.0138008144950614,1.758235191145864,0.493203125,{}
3DES,CTR,24,4096,100,0.00275277299573645,0.004534918994177133,1.4190236558009244,0.8613715052056392,0.5034375,{}
3DES,CTR,24,16384,100,0.008227968998253345,0.007960140979848802,1.8990105581726082,1.9629049334119693,0.49734375,{}
Twofish,ECB,16,64,100,7.104798452928663e-05,3.780900267884135e-05,0.859069495839685,1.6143022012097783,0.497109375,{}
Twofish,ECB,16,256,100,0.00015879001934081315,0.0001820869860239327,1.5375061103557,1.3407911808036146,0.5004296875,{}
Twofish,ECB,16,1024,100,0.0009398959903046489,0.0007716900040395558,1.039011241747575,1.2654854862548441,0.5010546875,{}
Twofish,ECB,16,4096,100,0.0032169090094976128,0.0033008900098502637,1.2142867542933837,1.1833929601844555,0.4972265625,{}
Twofish,ECB,16,16384,100,0.010234666001051664,0.011109476995188742,1.5266741482716146,1.4064568482176818,0.496640625,{}
Twofish,ECB,24,64,100,3.3748005516827103e-05,5.727098789066076e-05,1.8085559521307784,1.0657255706244428,0.5022265625,{}
Twofish,ECB,24,256,100,0.0001356589887291193,0.0001297370158135891,1.7996641968745195,1.8818116284622286,0.4908203125,{}
Twofish,ECB,24,1024,100,0.002481820008251816,0.0007443709881044924,0.39348643203496725,1.3119298247863918,0.5021875,{}
Twofish,ECB,24,4096,100,0.0027426850120536982,0.002557892994955182,1.424243025660112,1.527135813618522,0.4951953125,{}
Twofish,ECB,24,16384,100,0.013558714976534247,0.015093387991655619,1.1523953432933596,1.0352215161127696,0.4996484375,{}
Twofish,ECB,32,64,100,5.8694984763860704e-05,3.8373987190425394e-05,1.0398700416322482,1.590534649087201,0.4986328125,{}
Twofish,ECB,32,256,100,0.0001505449996329844,0.00020996400620788337,1.6217119505476343,1.1627737030235492,0.495,{}
Twofish,ECB,32,1024,100,0.00085204599192366,0.0012458379892632365,1.1461382475319433,0.7838599468117997,0.5032421875,{}
Twofish,ECB,32,4096,100,0.0027749169967137277,0.002878416993189603,1.4076997634978217,1.3570827330585777,0.500625,{}
Twofish,ECB,32,16384,100,0.00770533800823614,0.007147481001447886,2.027815000886221,2.1860848593839983,0.5023828125,{}
Twofish,CBC,16,64,100,5.2216993644833564e-05,3.9448996540158986e-05,1.1688753409502142,1.547191604426905,0.499609375,{}
Twofish,CBC,16,256,100,0.0001613420038484037,0.000127787992823869,1.5131870137759884,1.9105130271237658,0.4978125,{}
Twofish,CBC,16,1024,100,0.0006371189979836344,0.0004445270076394081,1.5327788106941442,2.1968575209544277,0.5016015625,{}
Twofish,CBC,16,4096,100,0.002414727001450956,0.0019571839924901724,1.6176776909575372,1.9958522116410649,0.504375,{}
Twofish,CBC,16,16384,100,0.009115372002124787,0.007608806998468935,1.7141373930057735,2.0535413768734183,0.4918359375,{}
Twofish,CBC,24,64,100,7.225499721243977e-05,6.834300002083183e-05,0.8447188236759339,0.8930710713810588,0.499296875,{}
Twofish,CBC,24,256,100,0.00021935800556093453,0.00017698799958452583,1.1129779575433878,1.3794190881478574,0.4966015625,{}
Twofish,CBC,24,1024,100,0.0007918740040622652,0.0007288009999319911,1.2332296488965342,1.3399576840469882,0.496796875,{}
Twofish,CBC,24,4096,100,0.002860654997639358,0.0022859909967519344,1.3655089492523487,1.708777508551093,0.4992578125,{}
Twofish,CBC,24,16384,100,0.009003930005710571,0.007223859012592584,1.735353339051963,2.1629713388318628,0.4983984375,{}
Twofish,CBC,32,64,100,6.271800259128213e-05,6.591900717467069e-05,0.9731680494953127,0.9259113397789871,0.4960546875,{}
Twofish,CBC,32,256,100,0.000171274000313133,0.00015264400048181414,1.4254389139837222,1.5994118617789153,0.496875,{}
Twofish,CBC,32,1024,100,0.0007915209932252764,0.0005446209968067706,1.2337796575940703,1.7931047567497302,0.49671875,{}
Twofish,CBC,32,4096,100,0.0024158209934830666,0.00195425501326099,1.6169451339886207,1.998843535512692,0.4959765625,{}
Twofish,CBC,32,16384,100,0.009053006991744042,0.008351751994341612,1.7259458668538903,1.8708649407437004,0.4956640625,{}
Twofish,CTR,16,64,100,4.41460101865232e-05,4.422198282554746e-05,1.3825746877717315,1.3801994472020693,0.5011328125,{}
Twofish,CTR,16,256,100,0.0001417019939981401,0.00013456200249493123,1.722915945722009,1.8143355514436288,0.4983984375,{}
Twofish,CTR,16,1024,100,0.0005397219955921173,0.000534853998105973,1.8093805847742679,1.8258487427563537,0.496015625,{}
Twofish,CTR,16,4096,100,0.00204250599257648,0.00218311799922958,1.9124790890197274,1.7892986093186494,0.4992578125,{}
Twofish,CTR,16,16384,100,0.008090182992164045,0.008162573005538434,1.931353099816654,1.9142248393243395,0.4988671875,{}
Twofish,CTR,24,64,100,3.8377996534109113e-05,3.641300136223435e-05,1.5903684861650853,1.6761913043867471,0.501015625,{}
Twofish,CTR,24,256,100,0.00017330601578578354,0.00015219900757074356,1.4087256226683569,1.6040881533772229,0.495078125,{}
Twofish,CTR,24,1024,100,0.0005120009952224791,0.0004784360039047897,1.9073449253270605,2.0411559582257923,0.5028515625,{}
Twofish,CTR,24,4096,100,0.0018971209949813783,0.0019451349996961653,2.0590410471095666,2.0082153683986794,0.4999609375,{}
Twofish,CTR,24,16384,100,0.0077793669910170135,0.007723315020557493,2.00851817609871,2.0230949998038716,0.5018359375,{}
Twofish,CTR,32,64,100,3.7088016979396345e-05,4.581299843266606e-05,1.6456840031082574,1.332267224109044,0.4988671875,{}
Twofish,CTR,32,256,100,0.00013269699877128005,0.00014091400662437082,1.839835318512418,1.7325504458247114,0.498125,{}
Twofish,CTR,32,1024,100,0.0005106870061717928,0.0004930689837783575,1.912252491639642,1.980579862307828,0.4975,{}
Twofish,CTR,32,4096,100,0.0018903590133413672,0.001928478986956179,2.066406419326336,2.0255600535038454,0.5033984375,{}
Twofish,CTR,32,16384,100,0.00826923899585381,0.009070392004214228,1.8895330039238631,1.7226377859678403,0.4984375,{}
