algorithm,mode,key_size_bytes,message_size_bytes,repetitions,avg_encrypt_time_s,avg_decrypt_time_s,throughput_encrypt_mbps,throughput_decrypt_mbps,avalanche_score,key_avalanche_score,ci95_encrypt_mbps,ci95_decrypt_mbps
AES,ECB,16,64,100,9.439699817448855e-05,3.58809984754771e-05,0.6465794191588518,1.7010439743396364,0.49828125,0.495859375,0.7617051992619459,0.20116682920766665
AES,ECB,16,256,100,4.3732997728511694e-05,4.34610026422888e-05,5.582526643053163,5.617464166886113,0.494453125,0.502890625,0.7231370188014506,0.8222749492870355
AES,ECB,16,1024,100,4.216499975882471e-05,4.771800013259053e-05,23.160500547509557,20.465285579582062,0.503359375,0.495859375,2.899738457952987,4.15381245951774
AES,ECB,16,4096,100,4.626900074072182e-05,3.776899771764874e-05,84.42477549687105,103.42477259264635,0.492265625,0.5012109375,11.744155773476862,2.9213066521478015
AES,ECB,16,16384,100,9.356100927107036e-05,8.084099856205285e-05,167.00332886245752,193.28064073833013,0.4976171875,0.50328125,17.531320105629703,9.648103472906618
AES,ECB,24,64,100,4.959100391715765e-05,4.30459959898144e-05,1.230770733174911,1.4179055414223014,0.5001171875,0.4943359375,0.13684015466104588,0.24094929283264857
AES,ECB,24,256,100,3.538999822922051e-05,3.096899832598865e-05,6.898576920482015,7.883387845809705,0.5012109375,0.4992578125,0.432470258911985,0.16228269973329926
AES,ECB,24,1024,100,3.982300404459238e-05,3.589800442568958e-05,24.522572403289317,27.203810229104143,0.497265625,0.4970703125,1.323468313624168,0.6713604222918577
AES,ECB,24,4096,100,4.205000004731119e-05,3.6783998366445305e-05,92.89536255897765,106.19427396352096,0.501875,0.5037890625,6.014618797895467,2.1127171039543553
AES,ECB,24,16384,100,7.400699891149998e-05,5.365100456401706e-05,211.128680122334,291.2340621946054,0.5041796875,0.4948046875,13.650504048963068,26.022495983694636
AES,ECB,32,64,100,3.400999819859862e-05,3.0673999572172764e-05,1.794623918930844,1.9898010400107935,0.502734375,0.4945703125,0.13041294371776366,0.013737337559208734
AES,ECB,32,256,100,5.502300336956978e-05,5.253400071524084e-05,4.437064682932609,4.647287883581488,0.5016796875,0.4984375,0.5589295957757164,0.364408432978489
AES,ECB,32,1024,100,4.145500250160694e-05,4.168200073763728e-05,23.557169004202688,23.42887775821665,0.499921875,0.5025390625,1.4438042902783859,1.6213962799095025
AES,ECB,32,4096,100,5.821400205604732e-05,4.740100470371545e-05,67.10155395671195,82.40859079710214,0.508359375,0.5044921875,6.830540765793974,4.181078405975404
AES,ECB,32,16384,100,8.881299872882664e-05,6.922799977473915e-05,175.93145399479104,225.70347331776387,0.50015625,0.498046875,17.704041664110168,20.86671138940964
AES,CBC,16,64,100,0.00023092999821528793,6.416599731892347e-05,0.2643015490482058,0.9512071626758595,0.4980859375,0.501171875,0.018292221657908468,0.08392218215548425
AES,CBC,16,256,100,0.0008257469965610654,0.00010013700113631785,0.29566032455068747,2.438066071777485,0.496875,0.5010546875,0.02082923080516048,0.07896979882485645
AES,CBC,16,1024,100,0.0029090560018084945,0.00030159599729813637,0.3356973875349574,3.237982296676967,0.4999609375,0.5009765625,0.014150419747734358,0.18659226607102491
AES,CBC,16,4096,100,0.013181474999291821,0.001085356998955831,0.2963439220732023,3.5990462159068515,0.50359375,0.5001171875,0.009932960638119926,0.19911696029769704
AES,CBC,16,16384,100,0.047329681002302094,0.003487734002992511,0.3301311073539669,4.4799861418885705,0.5041015625,0.50359375,0.009727629006984687,0.13759372740291362
AES,CBC,24,64,100,0.0002623139973729849,5.435700062662363e-05,0.2326797535063063,1.1228573237373487,0.505390625,0.49546875,0.01764758867132859,0.032684918206727774
AES,CBC,24,256,100,0.0006737059936858714,9.071099804714323e-05,0.36238452275642863,2.691411518514196,0.493515625,0.500390625,0.014785720360758989,0.06303177496456233
AES,CBC,24,1024,100,0.0030840770003851504,0.00029723100014962257,0.3166466011964174,3.2855338087494577,0.4979296875,0.5037890625,0.014817529022143686,0.1716617980767615
AES,CBC,24,4096,100,0.012272817004704848,0.0010461240028962493,0.318284709900141,3.734021960288973,0.4958984375,0.500546875,0.009143937317383803,0.19382920213559443
AES,CBC,24,16384,100,0.04619345800252631,0.003988484998699277,0.33825136016328267,3.9175275838057853,0.500546875,0.4992578125,0.009904699822197853,0.13206126846289645
AES,CBC,32,64,100,0.0003036829933989793,7.82170007005334e-05,0.2009831224556322,0.7803310751288342,0.50109375,0.5016015625,0.026979406672319885,0.09732737231551564
AES,CBC,32,256,100,0.0007609899982344359,8.911500102840364e-05,0.32081975527461315,2.739613108708656,0.50140625,0.49875,0.016232325492517272,0.053765674053834846
AES,CBC,32,1024,100,0.0028363969980273397,0.00026115899905562403,0.3442968317478762,3.739340798254487,0.4949609375,0.5030078125,0.016794227801128516,0.19292926253904666
AES,CBC,32,4096,100,0.010929589004954323,0.000960864998633042,0.3574013623228941,4.065347375080952,0.501796875,0.4948046875,0.008875895863324688,0.2152550309032005
AES,CBC,32,16384,100,0.04870431998628191,0.0035900350078009067,0.32081343101394183,4.352325246424594,0.4939453125,0.494296875,0.0065150482900320425,0.16036882921293255
AES,CTR,16,64,100,6.298299878835678e-05,5.65100007224828e-05,0.9690735186347326,1.080077074317163,0.4984375,0.4997265625,0.07822971593317629,0.03180951804842122
AES,CTR,16,256,100,0.00011319399811327458,0.00010958500788547099,2.156833657873676,2.2278651953482105,0.5003125,0.50515625,0.1374852600182086,0.1059689683078634
AES,CTR,16,1024,100,0.00032133399741724134,0.00041068900027312337,3.0390886362763743,2.377863783423831,0.4982421875,0.50046875,0.15440884243548167,0.16361753779621951
AES,CTR,16,4096,100,0.00112738800002262,0.001136161006288603,3.4648674634834014,3.438113065295387,0.5018359375,0.4996484375,0.16818396828396937,0.14919046246202586
AES,CTR,16,16384,100,0.0042050179978832605,0.004294141998980194,3.715798602494776,3.638677995210858,0.5065625,0.50421875,0.10544329393786105,0.2051360221159153
AES,CTR,24,64,100,8.864899980835616e-05,8.064400404691696e-05,0.6885036084101058,0.7568467981139807,0.4990625,0.5013671875,0.090474923316437,0.104738503658212
AES,CTR,24,256,100,0.00011755100334994496,0.00013172000413760543,2.0768910348914886,1.8534817592698438,0.502890625,0.4971484375,0.051633869536925184,0.15715327560203793
AES,CTR,24,1024,100,0.00042894000536762176,0.00031323799979873004,2.27668785326526,3.117637389548799,0.50296875,0.5001171875,0.1575093601936819,0.10367607793574056
AES,CTR,24,4096,100,0.0011615230015013366,0.0012897350045386702,3.363041450708202,3.02872294405721,0.499375,0.5015625,0.17449546216561426,0.15085210829591114
AES,CTR,24,16384,100,0.004544483998324722,0.004617631995351985,3.4382341330192823,3.3837690001558824,0.500703125,0.5008984375,0.11427587276219517,0.12139263056299825
AES,CTR,32,64,100,7.465300033800304e-05,7.35589989926666e-05,0.8175847718598565,0.8297442472821693,0.5013671875,0.503046875,0.06694021837115909,0.06070667852521169
AES,CTR,32,256,100,0.00011347599909640849,0.0001097239984665066,2.1514736767603138,2.2250430936904313,0.502265625,0.5021875,0.12589111001584627,0.09464460052495297
AES,CTR,32,1024,100,0.00033843099954538046,0.00028663900215178726,2.885558655418184,3.4069421560533817,0.50578125,0.4942578125,0.1989654845808761,0.05741377117229799
AES,CTR,32,4096,100,0.0012212489987723529,0.0010440290009137243,3.198569664275438,3.741514839703961,0.504296875,0.4973828125,0.18110410296398488,0.10751537081871435
AES,CTR,32,16384,100,0.003956788000650704,0.004260372996795923,3.9489100748967165,3.667519255180477,0.49921875,0.5049609375,0.16718063397020846,0.21985335162177116
AES,GCM,16,64,100,0.0006397400062996894,0.00032477599335834384,0.09540618946598718,0.1879300117563075,0.501796875,0.4978515625,0.08758753311500292,0.011113697041929483
AES,GCM,16,256,100,0.00019976299954578282,0.00021120199584402145,1.2221513771575425,1.1559579445466257,0.502578125,0.4986328125,0.07985270603545584,0.036971479238364066
AES,GCM,16,1024,100,0.00020507499692030252,0.00028753300197422506,4.761977396881384,3.3963492652837837,0.4955078125,0.50125,0.28629209039057285,0.21399383414686152
AES,GCM,16,4096,100,0.0002278960042167455,0.00031660599750466645,17.140493592353096,12.337890093008822,0.4963671875,0.502734375,0.6170630899226431,0.7161755093638271
AES,GCM,16,16384,100,0.0003664150019176304,0.00039293700130656363,42.64290467973928,39.764644072828375,0.5037109375,0.496328125,2.4268933194423647,2.9163002416907973
AES,GCM,24,64,100,0.00021996600669808687,0.00027951399912126365,0.27747540252332475,0.21836171512654956,0.49609375,0.4975,0.016287673131525744,0.009444347133902587
AES,GCM,24,256,100,0.00023136999690905212,0.0002682979987002909,1.0551956963372733,0.9099606638241216,0.5037890625,0.5005859375,0.06586451299306444,0.03035409852814174
AES,GCM,24,1024,100,0.00023520299466326834,0.0002729129954241216,4.151998580622281,3.5782924095731277,0.4954296875,0.5014453125,0.23923750841492009,0.09897142346172792
AES,GCM,24,4096,100,0.00025362500455230477,0.00030522599699907006,15.40167542587237,12.797894145340122,0.4984375,0.498203125,1.1666316139125077,0.7220523545994093
AES,GCM,24,16384,100,0.0003369969967752695,0.0003496359975542873,46.36539835522546,44.68933436287245,0.4973046875,0.4951171875,3.249930126664091,2.6576277400021704
AES,GCM,32,64,100,0.00023973899544216693,0.0003057550021912903,0.25459002252607554,0.1996211208731572,0.4996484375,0.497890625,0.02000946617343581,0.00950190404074598
AES,GCM,32,256,100,0.00025137100368738174,0.00032230200013145805,0.9712362262101885,0.7574902572755422,0.5028125,0.49984375,0.058386272254734806,0.03741311103357024
AES,GCM,32,1024,100,0.00022849200060591103,0.0002231649961322546,4.2739461224479145,4.375966289181204,0.503828125,0.5046484375,0.3114124896862368,0.31187995223141135
AES,GCM,32,4096,100,0.00023505900288000702,0.00031258199247531594,16.618168000968094,12.496721161275692,0.4959765625,0.497265625,1.1031880006412438,0.40862000542874444
AES,GCM,32,16384,100,0.0003197310026735067,0.00034384200465865434,48.86920526738994,45.44238280460108,0.497421875,0.5013671875,1.9513384512325458,1.245497797827104
DES,ECB,8,64,100,5.323699675500393e-05,7.621099823154509e-05,1.1464800790864127,0.8008707098227781,0.499296875,0.497109375,0.14528519478109758,0.11285344211734978
DES,ECB,8,256,100,8.574300212785602e-05,6.408400367945433e-05,2.8473533576063588,3.809696819524289,0.49734375,0.500625,0.20924167189433374,0.4521149251784011
DES,ECB,8,1024,100,8.662600070238114e-05,8.423199877142906e-05,11.273318542721974,11.5937234571625,0.504453125,0.49890625,0.6552863816383078,0.4418239429183789
DES,ECB,8,4096,100,0.00022358800750225784,0.00024758100509643556,17.47074918568946,15.777664358695338,0.49890625,0.503125,0.7440524573675891,0.9588819586321613
DES,ECB,8,16384,100,0.0007452529994770884,0.0006960899988189339,20.96603436814529,22.446810077017577,0.4990625,0.5103125,0.5564070397197154,0.4106323570987464
DES,CBC,8,64,100,0.0005288240069057792,6.543800118379295e-05,0.11541676522426611,0.9327173071587735,0.504375,0.5096875,0.008321831547920133,0.0426830397111554
