algorithm,mode,key_size_bytes,message_size_bytes,repetitions,avg_encrypt_time_s,avg_decrypt_time_s,throughput_encrypt_mbps,throughput_decrypt_mbps,avalanche_score,key_avalanche_score,ci95_encrypt_mbps,ci95_decrypt_mbps,extra
AES,ECB,16,64,100,7.754300022497774e-05,2.8070997213944793e-05,0.7871136798023928,2.174313786746402,0.5003125,0.4967578125,0.8987762707833014,0.25117757980891015,{}
AES,ECB,16,256,100,5.4599001305177805e-05,3.887799917720258e-05,4.471521807429971,6.279660223439689,0.4941796875,0.4966796875,0.7821856104978299,1.8113244987060781,{}
AES,ECB,16,1024,100,0.00011588800232857466,0.00013254300458356738,8.426778271931672,7.367891674617083,0.5066796875,0.49921875,4.203308949487434,5.808021640672772,{}
AES,ECB,16,4096,100,8.183700265362859e-05,8.09740019030869e-05,47.73207563005486,48.240792207295925,0.50234375,0.50296875,8.52387880315629,24.505883767633478,{}
AES,ECB,16,16384,100,0.0001470110041555017,5.708000506274402e-05,106.28456073582471,273.7385881943167,0.499375,0.495859375,29.825596682101498,18.59580469313793,{}
AES,ECB,24,64,100,5.158699932508171e-05,9.122199844568968e-05,1.1831499612020384,0.6690837439429498,0.49890625,0.50640625,0.29273660168685234,0.5139832655642886,{}
AES,ECB,24,256,100,8.525299956090748e-05,2.8712000930681824e-05,2.863718886812635,8.5030864128703,0.4994921875,0.5,1.572931160875046,1.7471664516776713,{}
AES,ECB,24,1024,100,6.436099531129002e-05,3.8614006480202076e-05,15.173203821300977,25.29036971340171,0.4989453125,0.4916796875,6.788528588463879,3.6982883019182373,{}
AES,ECB,24,4096,100,0.000547859997022897,8.062800159677863e-05,7.130015006072334,48.44780873442941,0.5024609375,0.4997265625,8.695409272787165,14.38736122179589,{}
AES,ECB,24,16384,100,0.00019122600206173957,8.070599869824946e-05,81.70959927800658,193.60394830649574,0.49921875,0.4928125,31.135904187250212,44.50082645303468,{}
AES,ECB,32,64,100,4.5872998889535665e-05,4.826099728234112e-05,1.3305246599851803,1.26468907994019,0.5021484375,0.50109375,0.4947806133636642,0.13300923477822973,{}
AES,ECB,32,256,100,6.781299831345677e-05,7.925799931399525e-05,3.60020395900343,3.080327880001004,0.498203125,0.4986328125,1.076747756664977,1.3966387520986314,{}
AES,ECB,32,1024,100,5.2524995990097526e-05,4.3953000567853453e-05,18.592338401779415,22.21833520768188,0.501171875,0.4998046875,2.3741562807577625,3.977652280860158,{}
AES,ECB,32,4096,100,5.196399404667318e-05,7.656199857592583e-05,75.17224323618143,51.020742308943355,0.5012890625,0.49671875,7.533868501467241,13.414736778451793,{}
AES,ECB,32,16384,100,9.254600154235959e-05,8.172999834641814e-05,168.83495493695878,191.17827378109538,0.496796875,0.501953125,35.28288772818558,31.912228796169966,{}
AES,CBC,16,64,100,0.0002929900027811527,8.356900070793927e-05,0.20831822134078026,0.7303564208372962,0.4974609375,0.4996875,0.04153460393341418,0.07102205943724332,{}
AES,CBC,16,256,100,0.000737364002270624,9.16049990337342e-05,0.33109919150948275,2.6651452166938343,0.4976953125,0.49890625,0.03670735670271859,0.2586354827900456,{}
AES,CBC,16,1024,100,0.0032068410015199333,0.0001818070001900196,0.30452476425776726,5.3714240869676315,0.50328125,0.500546875,0.031076926721117254,0.34929863834915686,{}
AES,CBC,16,4096,100,0.010190048998920247,0.0008656610012985766,0.38333966798529745,4.512447706596741,0.499765625,0.504453125,0.018910426135532572,0.39122512431496337,{}
AES,CBC,16,16384,100,0.04699853300349787,0.0028904459986370057,0.3324571853942145,5.405740154760889,0.5026953125,0.4998046875,0.025410303359790387,0.44270224037311284,{}
AES,CBC,24,64,100,0.0002525870024692267,0.00013857599347829818,0.24164013054248926,0.44044538103606284,0.5000390625,0.50390625,0.03771508231474446,0.25270735419283485,{}
AES,CBC,24,256,100,0.0007519869972020388,0.00011522600776515901,0.3246607001296406,2.1187979149427845,0.5019140625,0.503125,0.03840940767199999,0.20769335045132675,{}
AES,CBC,24,1024,100,0.0024633100000210108,0.00020505400141701102,0.39644320040582404,4.76246497630641,0.498359375,0.5034375,0.024973036175526202,0.3715984576712771,{}
AES,CBC,24,4096,100,0.01232830000226386,0.0012373309943359346,0.3168522829005371,3.1569968083572113,0.4962109375,0.4965625,0.02540804840160915,0.35144505531062703,{}
AES,CBC,24,16384,100,0.06209325600182638,0.004223398005124181,0.25163763355460717,3.699627641307411,0.4965625,0.506015625,0.01925260135371132,0.2639395762607583,{}
AES,CBC,32,64,100,0.0003418940003030002,0.0001252590026706457,0.17852069997106762,0.4872716128076239,0.49984375,0.502109375,0.03949045443107644,0.1258580441971721,{}
AES,CBC,32,256,100,0.0013709610083606095,0.0001417139987461269,0.17807991876584625,1.7227699956259437,0.4989453125,0.5012109375,0.025250417035253093,0.23262802409644784,{}
AES,CBC,32,1024,100,0.004346419998910278,0.0004893190017901361,0.2246820372271527,1.995758383441724,0.49640625,0.503046875,0.02635171726736717,0.9121413893319772,{}
AES,CBC,32,4096,100,0.014067616993561387,0.0014630560018122196,0.27767673812756294,2.6699251396812627,0.499765625,0.4998828125,0.02119864147315188,0.2915889779415395,{}
AES,CBC,32,16384,100,0.07203492000931874,0.004742899000411853,0.21690868814706374,3.2943986364970437,0.498203125,0.501875,0.017866512794016267,0.6418384820306019,{}
AES,CTR,16,64,100,4.0233999025076626e-05,3.78329970408231e-05,1.517004467091592,1.61327838194106,0.498671875,0.4982421875,0.2515662585816759,0.17401226446858292,{}
AES,CTR,16,256,100,0.00013277899590320884,0.00013607400003820658,1.8386991356522218,1.7941754114044615,0.498515625,0.49984375,0.35734117286531314,0.6988041143857013,{}
AES,CTR,16,1024,100,0.00035804500104859473,0.00037744800094515087,2.727485363962556,2.587276916435199,0.5005859375,0.5028515625,0.26439424495179314,0.37268179155018677,{}
AES,CTR,16,4096,100,0.0012074719974771143,0.0011746249988209456,3.235064670784663,3.3255294276224157,0.505625,0.49375,0.22567782553752327,0.19544868198786985,{}
AES,CTR,16,16384,100,0.005859501993982121,0.006697871003998443,2.66660887154699,2.3328308339578814,0.49828125,0.494140625,0.15398123277294815,0.19942283341554845,{}
AES,CTR,24,64,100,0.0002497610019054264,0.00020977700012736022,0.2443742449155908,0.29095256492820576,0.503828125,0.5045703125,0.08359835985623248,0.13246171161125256,{}
AES,CTR,24,256,100,0.0003865609969943762,0.00021584199974313377,0.6315707660583042,1.1311080572388297,0.5048046875,0.499453125,0.2352774444981054,0.2169747824211805,{}
AES,CTR,24,1024,100,0.0005858429940417409,0.0004204400035087019,1.6669355269791288,2.3227154691520404,0.501640625,0.4988671875,0.24884035211866204,0.21832710598839444,{}
AES,CTR,24,4096,100,0.001468048997921869,0.001334386997623369,2.6608444306215824,2.927374147797669,0.5016796875,0.5002734375,0.17495282474185347,0.23050105060715467,{}
AES,CTR,24,16384,100,0.007540192998712883,0.006383747006766498,2.0722281250184444,2.4476220601220833,0.5,0.4994140625,0.14377950196240913,0.16098933588450445,{}
AES,CTR,32,64,100,0.00011170599493198096,7.63100024778396e-05,0.5463910534717944,0.7998316638467492,0.498828125,0.5002734375,0.10355565730524718,0.12337537179339678,{}
AES,CTR,32,256,100,0.0001487779978197068,0.000297244000248611,1.6409726476885125,0.8213475286155616,0.5003515625,0.4981640625,0.2977043301623086,0.438628407288025,{}
AES,CTR,32,1024,100,0.0005553160025738179,0.000588095000712201,1.7585707875763692,1.6605522897105962,0.4982421875,0.496484375,0.2835767720278303,0.23736336279154036,{}
AES,CTR,32,4096,100,0.0035533960023894904,0.0015008349984418602,1.0993004994020459,2.602717823115398,0.4965234375,0.49640625,0.47905322432404907,0.19277188318511948,{}
AES,CTR,32,16384,100,0.005555368999484927,0.0068899659998714925,2.812594447182301,2.26779058130206,0.496328125,0.4964453125,0.2362745284028956,0.19199463324803762,{}
AES,GCM,16,64,100,0.0005917739984579385,0.0004021629993803799,0.10313930049148348,0.15176720967378404,0.5001953125,0.50140625,0.10959571203759273,0.026206507503940463,{}
AES,GCM,16,256,100,0.00037757400423288345,0.00039580200100317595,0.6466033738101757,0.6168251408057964,0.5002734375,0.4967578125,0.20429026398404876,0.08222272986934126,{}
AES,GCM,16,1024,100,0.0003565550013445318,0.0003907949954736978,2.7388831914220373,2.4989125022347602,0.501875,0.503125,0.630246058860934,0.3298571108191069,{}
AES,GCM,16,4096,100,0.00044496599584817884,0.0004136820009443909,8.778760706318785,9.442639493820028,0.4977734375,0.499609375,1.3925684235110887,1.1717436509415988,{}
AES,GCM,16,16384,100,0.0006351499969605356,0.0007196189963724465,24.60048819140724,21.712878729945473,0.50015625,0.4986328125,4.317246246660853,3.504574220615138,{}
