algorithm,mode,key_size_bytes,message_size_bytes,repetitions,avg_encrypt_time_s,avg_decrypt_time_s,throughput_encrypt_mbps,throughput_decrypt_mbps,avalanche_score,key_avalanche_score,ci95_encrypt_mbps,ci95_decrypt_mbps,extra
AES,ECB,16,64,100,6.407799897715449e-05,2.9504001140594483e-05,0.9525134558549598,2.068707764724896,0.504609375,0.4967578125,0.9669869502724484,0.400018721974498,{}
AES,ECB,16,256,100,2.0060002570971845e-05,2.719899988733232e-05,12.170518131103716,8.976088312486306,0.503203125,0.50015625,1.2772475599345,4.468792370166546,{}
AES,ECB,16,1024,100,3.398699802346528e-05,2.062099985778332e-05,28.73341444648222,47.35766969279136,0.4973828125,0.5001171875,3.3788858097675005,0.9076010976097619,{}
AES,ECB,16,4096,100,3.798799938522279e-05,2.5316000683233143e-05,102.82852646142557,154.29964822947412,0.498046875,0.5058984375,8.9536686499179,24.642614224642877,{}
AES,ECB,16,16384,100,4.7538997605443e-05,2.9160998528823257e-05,328.67752344468886,535.8184146045605,0.497109375,0.4999609375,35.7729282787138,20.305588691475585,{}
AES,ECB,24,64,100,1.965399831533432e-05,1.9758997950702906e-05,3.105482928752443,3.0889803421346445,0.501796875,0.4947265625,0.18093023447011305,0.5366360795537352,{}
AES,ECB,24,256,100,2.793100313283503e-05,2.0066999131813644e-05,8.740847002125536,12.16627475769142,0.5020703125,0.49625,1.5612575546776954,0.9698171406011543,{}
AES,ECB,24,1024,100,2.265499788336456e-05,2.5203999830409884e-05,43.10583055569758,38.746330208339735,0.4983984375,0.4975,2.0898193075636273,5.427836842617046,{}
AES,ECB,24,4096,100,3.934900159947574e-05,2.6701000751927496e-05,99.27189614010548,146.29601475585199,0.50015625,0.49421875,14.661557006803173,8.027063176351039,{}
AES,ECB,24,16384,100,4.872999852523208e-05,3.0562009196728465e-05,320.64437662376446,511.25565401873484,0.5006640625,0.4933984375,28.457211732089,13.221571817146915,{}
AES,ECB,32,64,100,1.9749997882172466e-05,2.936200238764286e-05,3.090387989615634,2.0787123250043376,0.50015625,0.5039453125,0.11995337144353616,0.3919147876190635,{}
AES,ECB,32,256,100,2.1494998363777996e-05,2.595299854874611e-05,11.358020171399978,9.407029578545382,0.49828125,0.5015625,1.5517785552934638,0.607354961203477,{}
AES,ECB,32,1024,100,2.946100081317127e-05,2.091600326821208e-05,33.147634942646064,46.689727835535834,0.4991015625,0.493125,4.790672427027751,1.071622944660661,{}
